fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.4,0.66,0.23,2.0,0.084,8.2,23.0,0.995996,3.34,0.45,9.4,4
7.1,0.9,0.0,2.2,0.082,14.9,24.0,0.995882,3.5,0.51,10.5,4
6.9,0.41,0.23,2.1,0.098,4.1,7.2,0.994757,3.44,0.58,11.4,4
8.4,0.42,0.37,6.0,0.051,3.2,9.9,0.995715,3.29,0.56,11.9,4
7.9,0.65,0.19,2.2,0.088,10.6,73.8,0.996872,3.29,0.59,9.7,4
7.2,0.91,0.0,2.1,0.086,15.2,24.9,0.995908,3.49,0.51,10.5,4
12.2,0.48,0.49,4.1,0.07,24.0,48.7,0.998265,3.09,0.57,9.6,4
8.4,0.66,0.26,2.1,0.091,12.6,66.8,0.997397,3.25,0.58,9.7,4
7.9,0.41,0.6,2.8,0.192,24.2,80.7,0.997734,3.19,0.99,9.6,4
7.2,0.54,0.15,2.3,0.079,4.5,8.0,0.995503,3.41,0.56,11.1,4
10.1,0.93,0.22,3.4,0.105,11.2,86.0,1.000944,3.43,0.64,11.3,4
7.3,0.57,0.13,2.3,0.075,4.6,8.2,0.99568,3.4,0.56,11.1,4
6.6,0.4,0.29,10.0,0.061,11.3,114.5,0.996091,3.26,0.7,10.9,4
7.3,0.57,0.14,2.3,0.075,4.6,8.2,0.995652,3.4,0.56,11.1,4
9.4,0.83,0.24,5.0,0.096,10.1,90.6,1.000098,3.41,0.63,11.3,4
8.4,0.65,0.29,2.1,0.091,13.3,63.6,0.997411,3.26,0.58,9.9,4
5.0,0.52,0.17,2.1,0.055,8.4,63.9,0.993762,3.86,0.56,12.9,4
5.8,1.12,0.09,1.5,0.168,6.9,19.0,0.99408,3.49,0.48,9.8,4
8.3,0.63,0.23,2.3,0.09,12.5,76.2,0.997339,3.22,0.6,9.3,4
8.3,0.84,0.01,2.2,0.07,5.0,14.0,0.996704,3.32,0.58,11.0,4
8.5,0.69,0.19,2.3,0.094,11.0,75.8,0.997634,3.22,0.59,9.4,4
8.4,0.65,0.31,2.1,0.09,13.8,61.2,0.997422,3.28,0.58,10.0,4
6.6,0.58,0.26,2.0,0.073,11.7,59.7,0.995564,3.58,0.57,11.7,4
7.4,0.66,0.19,2.4,0.072,4.5,9.0,0.996538,3.37,0.56,10.7,4
8.7,0.63,0.3,2.7,0.087,16.5,47.5,0.997506,3.26,0.51,9.3,4
8.5,0.7,0.29,2.5,0.085,14.5,53.1,0.997152,3.27,0.5,9.5,4
8.4,0.93,0.21,2.0,0.084,6.5,21.9,0.996189,3.27,0.46,9.9,4
9.8,0.51,0.86,3.0,0.498,33.0,64.6,0.999299,2.9,1.72,9.5,4
7.2,0.92,0.05,2.4,0.072,16.4,29.0,0.997047,3.47,0.53,10.5,4
12.3,0.46,0.48,3.8,0.089,28.4,49.5,0.998163,3.13,0.64,9.7,4
5.9,0.67,0.03,2.1,0.083,5.8,13.0,0.995394,3.61,0.61,10.3,4
8.7,0.93,0.04,1.9,0.074,5.0,17.7,0.996296,3.31,0.48,10.0,4
6.7,0.51,0.01,2.0,0.071,6.7,13.7,0.995118,3.47,0.59,10.7,4
7.1,0.53,0.16,2.0,0.082,9.6,23.2,0.996291,3.39,0.44,9.2,4
5.8,0.65,0.03,1.9,0.082,5.9,13.0,0.995226,3.63,0.61,10.2,4
7.2,0.67,0.04,1.8,0.071,17.5,39.6,0.995814,3.41,0.5,9.5,4
6.9,0.49,0.19,1.9,0.082,9.0,22.9,0.99588,3.38,0.46,9.1,4
10.8,0.51,0.4,1.9,0.131,30.9,49.7,0.998156,3.35,0.77,9.7,4
8.8,0.94,0.05,1.8,0.075,5.0,18.9,0.996138,3.3,0.44,9.6,4
8.0,0.48,0.27,2.4,0.077,22.5,47.0,0.996677,3.35,0.53,9.7,4
6.7,0.35,0.4,8.0,0.063,13.6,99.2,0.996425,3.31,0.63,10.6,4
7.6,0.77,0.0,2.0,0.082,5.8,12.3,0.996717,3.34,0.51,9.9,4
6.9,0.65,0.0,1.7,0.074,4.6,9.2,0.994809,3.33,0.41,10.2,4
7.3,0.84,0.02,4.0,0.091,5.0,13.2,0.996945,3.39,0.57,11.0,4
7.1,0.49,0.0,2.2,0.07,7.0,14.2,0.995133,3.4,0.58,10.9,4
8.2,0.84,0.01,2.4,0.072,5.0,13.9,0.996727,3.33,0.58,11.0,4
7.7,0.77,0.0,2.0,0.081,5.8,12.4,0.996716,3.34,0.51,10.0,4
7.7,0.74,0.24,2.0,0.086,7.8,23.0,0.996056,3.31,0.45,9.6,4
6.4,0.59,0.17,2.1,0.073,9.4,69.8,0.995301,3.56,0.57,11.2,4
6.7,0.52,0.1,1.8,0.083,4.0,7.6,0.994238,3.38,0.46,10.8,4
8.7,0.95,0.1,1.9,0.078,5.4,19.9,0.996169,3.29,0.45,9.7,4
8.1,0.77,0.24,2.1,0.085,11.0,67.3,0.996823,3.26,0.52,9.6,4
10.9,0.56,0.49,2.6,0.07,16.3,47.4,0.998905,3.25,0.56,9.6,4
7.6,0.4,0.45,2.5,0.074,22.5,87.4,0.9972,3.3,0.74,9.6,4
6.0,0.78,0.21,1.9,0.056,33.7,84.6,0.995101,3.59,0.56,10.2,4
7.5,0.39,0.47,2.6,0.073,21.8,83.8,0.997203,3.32,0.7,9.6,4
8.1,0.75,0.0,2.4,0.084,12.4,24.8,0.997909,3.38,0.46,9.6,4
8.2,0.85,0.17,2.2,0.085,8.8,23.4,0.996847,3.3,0.47,9.9,4
6.5,0.93,0.06,1.4,0.127,7.9,19.4,0.995113,3.35,0.75,9.5,4
8.2,0.81,0.29,2.0,0.079,11.3,61.5,0.996755,3.29,0.49,9.8,4
8.2,0.56,0.16,1.7,0.071,16.2,43.4,0.996558,3.35,0.5,9.2,4
6.2,0.84,0.14,1.7,0.131,7.9,20.8,0.994837,3.45,0.46,9.5,4
7.2,0.52,0.16,2.3,0.082,4.5,7.9,0.995387,3.41,0.57,11.2,4
7.2,0.59,0.03,1.7,0.072,17.2,41.1,0.995679,3.38,0.49,9.2,4
6.1,0.93,0.06,1.7,0.141,7.0,17.5,0.994349,3.47,0.51,10.1,4
7.3,0.63,0.32,2.3,0.087,4.0,9.0,0.996776,3.35,0.56,10.6,4
9.6,0.64,0.32,1.5,0.116,37.5,61.3,0.996981,3.49,0.75,10.1,4
7.0,0.45,0.21,2.2,0.093,4.2,7.4,0.994966,3.43,0.57,11.3,4
7.9,0.61,0.27,8.5,0.077,8.3,100.6,0.998145,3.36,0.6,11.4,4
7.6,0.43,0.43,2.5,0.076,20.3,82.6,0.997225,3.3,0.68,9.5,4
6.6,1.04,0.06,2.2,0.071,18.5,30.2,0.995992,3.54,0.57,11.0,4
7.1,0.83,0.02,4.3,0.093,5.0,12.7,0.996955,3.41,0.57,11.0,4
12.3,0.47,0.48,4.4,0.071,25.6,48.9,0.998077,3.06,0.57,9.6,4
8.5,0.69,0.29,2.5,0.085,14.7,52.4,0.99719,3.27,0.5,9.5,4
7.5,0.39,0.3,3.6,0.084,3.7,8.0,0.994981,3.38,0.57,11.6,4
6.6,0.62,0.18,1.8,0.101,8.6,22.2,0.995463,3.41,0.44,9.2,4
7.6,0.84,0.02,3.5,0.085,5.0,13.4,0.996874,3.37,0.57,11.0,4
6.4,1.03,0.03,2.1,0.078,17.7,26.7,0.995091,3.57,0.56,11.1,4
8.3,0.44,0.72,3.0,0.321,26.6,77.1,0.998311,3.05,1.3,9.5,4
7.9,0.8,0.01,2.1,0.076,5.5,13.1,0.996709,3.33,0.54,10.4,4
7.2,0.56,0.13,1.7,0.078,9.0,21.8,0.99612,3.3,0.7,9.1,4
7.0,0.55,0.29,2.1,0.06,10.4,57.8,0.995682,3.66,0.56,11.7,4
6.1,0.93,0.06,1.7,0.14,7.0,17.5,0.994354,3.47,0.51,10.1,4
6.7,0.57,0.04,1.7,0.075,4.0,7.8,0.994079,3.35,0.41,10.6,4
7.1,0.54,0.15,1.7,0.079,9.0,22.1,0.996047,3.32,0.63,9.1,4
6.5,0.53,0.01,1.9,0.072,6.6,13.6,0.995092,3.51,0.6,10.6,4
7.5,0.69,0.06,2.4,0.061,5.1,9.4,0.99637,3.37,0.54,10.7,4
7.2,0.53,0.16,2.3,0.081,4.5,8.0,0.995444,3.41,0.57,11.2,4
7.5,0.75,0.0,1.9,0.084,5.9,11.9,0.996646,3.34,0.49,9.7,4
7.4,0.65,0.23,2.0,0.084,8.2,23.0,0.995989,3.34,0.45,9.4,4
6.9,0.52,0.38,2.3,0.067,26.3,84.2,0.996439,3.42,0.65,9.8,4
5.6,0.95,0.07,1.4,0.051,38.5,91.1,0.994406,3.64,0.59,10.3,4
7.4,0.65,0.23,2.4,0.077,4.3,9.0,0.99662,3.36,0.56,10.7,4
6.5,0.71,0.16,1.8,0.113,8.3,21.6,0.995207,3.43,0.45,9.3,4
7.6,0.69,0.03,1.3,0.073,8.9,20.1,0.99649,3.17,1.06,9.2,4
8.1,0.49,0.27,2.4,0.079,22.0,46.9,0.99677,3.34,0.52,9.6,4
7.7,0.64,0.0,2.2,0.068,6.1,14.0,0.995882,3.36,0.58,10.9,4
8.3,0.73,0.22,2.1,0.088,11.0,70.7,0.997061,3.23,0.55,9.4,4
9.3,0.56,0.92,3.4,0.557,29.8,70.8,0.999748,2.81,1.86,9.6,4
8.2,0.59,0.24,1.6,0.079,26.4,114.5,0.9972,3.18,1.07,9.2,4
6.5,0.54,0.26,2.1,0.059,10.0,59.1,0.995282,3.7,0.56,11.9,4
6.9,0.63,0.02,1.9,0.065,4.3,8.3,0.994719,3.35,0.43,10.6,4
8.0,0.93,0.25,2.0,0.096,7.0,22.6,0.995997,3.28,0.47,10.0,4
6.7,0.5,0.12,1.8,0.085,4.0,7.5,0.994278,3.38,0.47,10.9,4
8.4,0.93,0.2,2.0,0.084,6.4,21.8,0.996188,3.27,0.46,9.9,4
8.6,0.62,0.33,2.4,0.088,16.0,50.4,0.997527,3.28,0.54,9.8,4
6.6,1.04,0.07,2.3,0.07,18.7,30.7,0.996149,3.53,0.57,11.0,4
6.3,0.67,0.02,1.7,0.082,6.0,12.6,0.995636,3.54,0.57,9.9,4
6.3,1.02,0.0,2.0,0.083,17.0,24.0,0.994375,3.59,0.55,11.2,4
7.6,0.77,0.0,1.9,0.082,5.9,12.3,0.996717,3.34,0.5,9.9,4
8.4,0.68,0.2,2.2,0.092,11.0,74.0,0.997289,3.21,0.58,9.3,4
7.8,0.84,0.01,3.1,0.08,5.0,13.6,0.996821,3.36,0.58,11.0,4
7.3,0.35,0.25,2.0,0.074,28.1,48.3,0.995813,3.42,0.56,10.0,4
7.5,0.87,0.04,2.4,0.075,15.2,27.7,0.997285,3.44,0.51,10.2,4
8.0,0.82,0.26,2.0,0.081,11.0,63.9,0.996584,3.28,0.49,9.8,4
8.5,0.63,0.35,2.2,0.089,15.5,52.9,0.997485,3.3,0.56,10.1,4
8.2,0.77,0.0,2.3,0.087,12.8,25.5,0.997843,3.37,0.46,9.6,4
7.3,0.77,0.04,3.5,0.078,5.0,11.1,0.996681,3.4,0.56,11.0,4
7.1,0.74,0.01,3.8,0.088,5.6,13.3,0.996489,3.41,0.57,11.0,4
5.7,0.61,0.03,1.5,0.079,6.1,13.1,0.994992,3.64,0.62,10.1,4
8.1,0.81,0.26,2.0,0.082,11.0,64.8,0.996644,3.28,0.5,9.7,4
12.4,0.46,0.48,4.1,0.08,27.3,49.3,0.998135,3.09,0.61,9.6,4
8.7,0.86,0.25,2.4,0.088,11.0,70.2,0.997921,3.33,0.53,10.3,4
7.5,0.78,0.25,2.0,0.076,10.5,63.3,0.996035,3.38,0.49,10.3,4
7.1,0.53,0.46,2.1,0.111,3.3,8.5,0.996547,3.36,0.57,10.6,4
7.4,0.55,0.04,1.6,0.072,16.9,42.2,0.995707,3.37,0.48,9.0,4
10.1,0.58,0.43,2.0,0.07,14.4,46.3,0.998635,3.31,0.55,9.5,4
6.3,0.67,0.02,1.6,0.081,6.0,12.6,0.995596,3.55,0.57,10.0,4
7.3,0.47,0.11,1.8,0.07,21.4,44.4,0.995664,3.39,0.5,9.4,4
7.0,0.5,0.18,1.8,0.081,9.0,22.7,0.995918,3.37,0.5,9.1,4
9.4,0.31,0.28,2.0,0.061,14.8,37.6,0.995998,3.27,0.49,9.2,4
7.3,0.67,0.06,2.3,0.06,4.8,8.8,0.99589,3.37,0.52,10.8,4
7.7,0.65,0.19,5.2,0.076,4.1,11.7,0.996416,3.35,0.57,11.4,4
6.6,1.04,0.07,2.3,0.07,18.7,30.7,0.996144,3.53,0.57,11.0,4
8.2,0.84,0.01,2.4,0.072,5.0,13.9,0.996727,3.33,0.58,11.0,4
7.3,0.51,0.25,7.2,0.075,8.7,92.7,0.996598,3.25,0.58,10.3,4
8.1,0.62,0.28,1.9,0.085,15.5,52.0,0.997019,3.32,0.55,10.1,4
6.5,0.83,0.07,2.0,0.083,14.3,23.7,0.994878,3.52,0.51,10.5,4
8.1,0.58,0.17,2.2,0.08,17.0,44.1,0.996652,3.31,0.5,9.2,4
7.3,0.62,0.37,2.2,0.094,3.7,9.0,0.996881,3.35,0.56,10.5,4
8.3,0.73,0.22,2.1,0.088,11.0,70.8,0.997065,3.23,0.55,9.4,4
7.2,0.9,0.0,2.1,0.086,15.1,25.0,0.996015,3.48,0.51,10.4,4
7.8,0.69,0.01,2.2,0.069,5.8,14.0,0.996064,3.35,0.58,11.0,4
6.7,0.55,0.06,1.7,0.078,4.0,7.7,0.994134,3.36,0.43,10.7,4
6.2,0.84,0.14,1.7,0.132,7.9,20.8,0.994818,3.45,0.46,9.5,4
10.0,0.55,0.36,2.3,0.112,24.9,48.1,0.997914,3.31,0.65,9.5,4
10.4,0.54,0.38,3.5,0.08,20.9,47.3,0.997818,3.17,0.54,9.4,4
6.2,0.7,0.03,2.6,0.086,5.6,13.0,0.995745,3.57,0.6,10.4,4
7.8,0.44,0.26,2.3,0.074,24.3,47.3,0.996381,3.37,0.53,9.8,4
8.0,0.8,0.0,2.2,0.088,13.4,25.8,0.997456,3.39,0.47,9.8,4
9.2,0.5,0.39,2.1,0.069,19.5,47.4,0.997789,3.35,0.55,9.8,4
6.6,0.64,0.17,1.8,0.104,8.5,22.0,0.995398,3.42,0.44,9.2,4
6.4,0.54,0.01,1.9,0.073,6.5,13.5,0.995075,3.53,0.6,10.5,4
8.3,0.76,0.28,2.3,0.083,13.0,57.4,0.996877,3.28,0.49,9.6,4
6.9,0.4,0.22,2.1,0.1,4.0,7.1,0.994576,3.43,0.57,11.3,4
8.8,0.95,0.05,1.8,0.075,5.0,19.0,0.996163,3.3,0.44,9.6,4
8.3,0.71,0.21,2.2,0.09,11.0,72.3,0.997171,3.22,0.57,9.3,4
8.7,0.62,0.32,2.5,0.088,16.3,49.3,0.997545,3.28,0.53,9.7,4
6.5,0.65,0.05,2.0,0.069,5.5,11.0,0.995634,3.52,0.59,10.5,4
9.6,0.58,0.44,2.1,0.068,13.1,49.7,0.99825,3.39,0.56,10.1,4
5.4,1.01,0.06,1.6,0.05,38.4,85.1,0.994433,3.72,0.49,10.6,4
7.8,0.73,0.03,1.4,0.073,8.2,19.8,0.996434,3.2,0.96,9.3,4
7.4,0.42,0.46,2.5,0.071,23.1,84.1,0.997011,3.34,0.69,9.7,4
7.5,0.73,0.09,1.9,0.089,5.5,11.5,0.996794,3.34,0.5,9.8,4
5.7,0.63,0.03,1.6,0.081,5.9,13.0,0.995084,3.65,0.62,10.1,4
7.5,0.69,0.07,2.5,0.058,5.0,9.1,0.996327,3.38,0.55,10.9,4
8.1,0.77,0.3,2.0,0.083,12.2,60.6,0.996802,3.3,0.51,10.0,4
8.5,0.4,0.4,6.3,0.05,3.0,10.0,0.995664,3.28,0.56,12.0,4
7.4,0.73,0.03,1.3,0.082,8.8,19.9,0.996242,3.2,1.02,9.3,4
6.5,0.94,0.06,1.4,0.13,7.8,19.4,0.99506,3.36,0.73,9.5,4
4.9,0.53,0.15,2.1,0.057,8.2,65.8,0.993727,3.84,0.56,12.8,4
7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.996508,3.17,1.08,9.2,4
8.4,0.64,0.36,2.0,0.089,14.9,55.5,0.997448,3.31,0.57,10.4,4
8.1,0.58,0.17,2.2,0.08,17.0,44.0,0.996619,3.31,0.5,9.2,4
5.7,0.84,0.16,1.7,0.053,35.7,84.7,0.994742,3.63,0.54,10.3,4
6.8,0.43,0.2,2.0,0.096,4.0,7.2,0.994502,3.42,0.54,11.2,4
7.1,0.57,0.01,2.8,0.075,6.4,13.7,0.995685,3.4,0.58,10.9,4
9.4,0.61,0.42,2.0,0.08,14.5,51.3,0.998217,3.31,0.57,10.0,4
8.1,0.75,0.0,2.4,0.085,12.5,25.0,0.997894,3.38,0.46,9.6,4
10.8,0.57,0.49,2.5,0.07,15.9,47.3,0.998939,3.26,0.56,9.6,4
8.2,0.88,0.21,2.2,0.087,8.0,23.2,0.996565,3.28,0.47,9.9,4
8.8,0.61,0.29,2.8,0.087,17.0,45.9,0.997536,3.26,0.51,9.3,4
6.0,0.94,0.12,1.6,0.146,7.6,20.2,0.994535,3.47,0.47,9.6,4
6.6,0.95,0.0,1.9,0.081,15.4,23.2,0.994795,3.51,0.66,10.8,4
8.0,0.85,0.2,1.9,0.084,7.5,22.2,0.996279,3.24,0.63,9.8,4
7.2,0.57,0.12,1.6,0.077,9.0,21.6,0.996156,3.29,0.74,9.1,4
7.3,0.57,0.14,2.0,0.084,10.2,23.9,0.996421,3.38,0.44,9.2,4
10.1,0.6,0.35,1.6,0.123,37.2,58.9,0.997301,3.47,0.77,10.0,4
9.0,0.51,0.93,3.3,0.563,31.7,67.2,0.999265,2.8,1.87,9.5,4
6.3,0.7,0.26,2.0,0.059,31.4,84.5,0.995521,3.53,0.59,10.0,4
7.7,0.36,0.26,2.2,0.067,27.9,48.1,0.995919,3.4,0.54,10.0,4
7.1,0.52,0.44,2.1,0.11,3.3,8.4,0.996366,3.37,0.57,10.7,4
9.6,0.38,0.34,2.4,0.07,15.2,40.1,0.996733,3.24,0.5,9.3,4
7.8,0.48,0.25,4.6,0.057,3.4,9.3,0.995032,3.3,0.49,11.4,4
7.0,0.48,0.38,2.1,0.107,3.5,7.9,0.995787,3.39,0.58,10.9,4
7.0,0.77,0.05,1.9,0.07,17.9,37.5,0.995997,3.44,0.52,9.9,4
6.5,1.03,0.04,2.1,0.076,17.9,27.6,0.995322,3.56,0.56,11.1,4
7.4,0.72,0.06,2.9,0.066,5.0,9.8,0.996457,3.39,0.55,10.9,4
7.7,0.86,0.03,2.2,0.082,14.9,27.9,0.997384,3.42,0.49,10.0,4
7.7,0.36,0.26,2.0,0.074,28.7,48.3,0.995988,3.43,0.57,10.0,4
7.1,0.51,0.17,2.0,0.082,9.4,23.1,0.996146,3.39,0.43,9.1,4
8.8,0.96,0.05,1.8,0.075,5.0,19.0,0.996154,3.3,0.44,9.6,4
8.4,0.66,0.35,2.0,0.088,14.5,55.9,0.997341,3.31,0.56,10.3,4
6.6,0.92,0.06,1.4,0.125,7.9,19.5,0.995183,3.34,0.76,9.5,4
6.7,0.71,0.22,2.0,0.07,9.8,63.8,0.995291,3.53,0.51,11.1,4
8.1,0.87,0.22,1.9,0.085,7.4,22.4,0.996262,3.24,0.6,9.8,4
8.4,0.42,0.41,5.9,0.057,3.0,9.9,0.995823,3.29,0.56,11.8,4
7.9,0.54,0.09,1.6,0.083,19.8,43.3,0.996012,3.37,0.54,9.1,4
7.7,0.73,0.05,2.4,0.061,5.0,10.3,0.996417,3.36,0.56,10.9,4
7.1,0.99,0.11,2.2,0.07,28.7,85.4,0.996741,3.62,0.55,10.8,4
9.8,0.94,0.21,3.3,0.101,13.0,85.9,1.000517,3.45,0.63,11.2,4
7.6,0.68,0.02,1.3,0.073,9.0,20.0,0.996477,3.17,1.07,9.2,4
6.4,0.91,0.04,2.0,0.083,15.4,23.8,0.994673,3.55,0.53,10.8,4
7.4,0.84,0.0,2.3,0.082,13.9,24.0,0.996611,3.46,0.49,10.2,4
8.1,0.74,0.02,2.5,0.082,11.6,23.9,0.997849,3.37,0.46,9.6,4
7.6,0.61,0.01,2.1,0.069,6.4,15.4,0.995446,3.37,0.54,10.5,4
8.2,0.78,0.0,2.2,0.088,12.8,25.7,0.997737,3.36,0.49,9.6,4
9.2,0.57,0.42,2.1,0.067,12.7,50.9,0.997855,3.43,0.56,10.4,4
9.7,0.84,0.26,3.3,0.099,12.9,85.7,1.000346,3.41,0.65,11.0,4
7.1,0.53,0.47,2.1,0.111,3.2,8.5,0.996549,3.36,0.57,10.6,4
7.6,0.61,0.32,2.0,0.082,13.6,57.0,0.996638,3.43,0.57,10.9,4
10.4,0.57,0.37,1.6,0.129,36.9,56.9,0.997563,3.44,0.79,10.0,4
9.1,0.86,0.21,3.2,0.095,10.4,82.1,0.999583,3.52,0.63,11.6,4
5.8,0.49,0.25,10.2,0.052,14.2,106.4,0.995267,3.41,0.54,11.3,4
8.6,0.47,0.81,3.1,0.413,28.3,74.5,0.998721,2.95,1.52,9.5,4
6.6,0.59,0.02,1.6,0.072,4.0,7.9,0.994021,3.34,0.39,10.5,4
9.4,0.9,0.24,3.0,0.097,11.0,78.7,0.999583,3.39,0.59,10.8,4
6.2,0.56,0.02,1.8,0.075,6.4,13.4,0.995058,3.55,0.6,10.4,4
7.3,0.49,0.1,1.7,0.07,20.5,43.9,0.995651,3.39,0.5,9.3,4
7.1,0.89,0.0,2.2,0.082,14.7,24.0,0.996002,3.5,0.51,10.5,4
6.0,0.94,0.12,1.6,0.146,7.6,20.1,0.99453,3.47,0.47,9.6,4
8.4,0.6,0.28,2.7,0.085,16.1,47.9,0.997179,3.32,0.52,9.7,4
8.6,0.94,0.13,1.9,0.08,5.8,20.5,0.996175,3.28,0.45,9.8,4
6.7,0.6,0.17,2.2,0.075,9.6,70.4,0.995538,3.52,0.58,11.0,4
7.0,0.83,0.06,2.0,0.069,18.1,36.4,0.996094,3.45,0.53,10.1,4
7.4,0.61,0.12,2.0,0.085,10.7,24.3,0.996674,3.38,0.44,9.3,4
7.5,0.71,0.05,2.3,0.067,5.4,10.1,0.996462,3.37,0.53,10.5,4
10.5,0.52,0.39,2.1,0.124,28.6,49.0,0.998062,3.33,0.72,9.7,4
9.2,0.79,0.2,2.8,0.099,11.0,80.1,0.999064,3.31,0.61,10.2,4
8.0,0.82,0.26,2.0,0.081,11.0,63.8,0.996576,3.28,0.49,9.8,4
8.0,0.84,0.01,2.7,0.076,5.0,13.8,0.996769,3.34,0.58,11.0,4
7.5,0.87,0.04,2.4,0.075,15.2,27.7,0.997294,3.44,0.51,10.2,4
6.5,0.75,0.04,1.9,0.112,7.0,16.2,0.994665,3.44,0.54,10.4,4
8.1,0.46,0.45,4.9,0.071,3.0,9.7,0.996169,3.3,0.56,11.4,4
11.5,0.5,0.44,4.0,0.075,23.6,48.2,0.997965,3.11,0.55,9.5,4
10.3,0.43,0.38,1.7,0.122,33.5,50.1,0.997564,3.4,0.76,9.9,4
5.9,1.01,0.07,1.7,0.055,36.0,85.2,0.995,3.7,0.51,10.6,4
6.9,0.55,0.01,2.1,0.08,7.0,14.6,0.995028,3.41,0.57,10.8,4
7.7,0.66,0.0,2.2,0.068,6.0,14.0,0.995928,3.36,0.58,10.9,4
7.8,0.61,0.16,3.5,0.056,4.5,9.3,0.996149,3.35,0.55,11.2,4
7.1,0.75,0.02,1.9,0.074,5.4,13.6,0.995966,3.47,0.6,10.6,4
4.6,0.52,0.15,2.1,0.054,8.0,65.0,0.993409,3.9,0.56,13.1,4
7.1,0.56,0.0,2.7,0.074,6.5,13.8,0.995623,3.4,0.58,10.9,4
7.4,0.73,0.06,3.1,0.069,5.0,10.2,0.996519,3.39,0.56,10.9,4
7.7,0.44,0.42,2.5,0.077,19.6,82.0,0.997235,3.29,0.68,9.5,4
5.7,1.01,0.07,1.7,0.054,36.7,85.1,0.994831,3.7,0.5,10.6,4
11.8,0.47,0.45,2.2,0.131,34.0,50.6,0.998307,3.31,0.8,9.8,4
7.6,0.54,0.23,4.8,0.073,21.0,117.3,0.996777,3.2,0.96,9.8,4
6.5,0.58,0.26,2.0,0.072,11.5,59.9,0.995449,3.6,0.57,11.7,4
7.9,0.81,0.25,2.1,0.087,7.5,23.0,0.996114,3.29,0.46,9.8,4
8.6,0.7,0.19,2.3,0.094,11.0,76.1,0.997735,3.22,0.6,9.4,4
7.3,0.62,0.0,2.0,0.076,6.5,12.9,0.996002,3.37,0.53,10.3,4
6.5,1.03,0.03,2.1,0.077,17.8,27.0,0.995169,3.56,0.56,11.1,4
6.8,1.03,0.17,1.8,0.134,7.0,20.8,0.995005,3.39,0.48,9.9,4
7.8,0.7,0.01,2.2,0.069,5.8,14.0,0.996094,3.35,0.58,11.0,4
7.9,0.52,0.34,2.4,0.083,16.5,79.5,0.99728,3.26,0.65,9.4,4
9.7,0.6,0.4,2.4,0.078,15.4,46.5,0.99841,3.28,0.54,9.5,4
8.6,0.9,0.03,2.0,0.073,5.0,16.6,0.996423,3.31,0.51,10.3,4
6.2,0.56,0.02,1.8,0.075,6.4,13.4,0.995058,3.55,0.6,10.4,4
8.5,0.55,0.29,2.6,0.083,19.5,46.5,0.99718,3.3,0.52,9.5,4
10.2,0.23,0.37,2.2,0.057,14.0,36.1,0.996133,3.23,0.49,9.3,4
6.0,0.54,0.12,2.0,0.06,15.4,25.4,0.994656,3.54,0.61,11.3,6
6.8,0.5,0.21,2.3,0.071,13.1,24.0,0.994439,3.41,0.82,11.3,6
7.4,0.34,0.24,2.4,0.072,41.3,68.9,0.995579,3.35,0.58,10.4,6
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,6
6.2,0.73,0.04,1.8,0.058,16.8,47.2,0.995275,3.78,0.64,11.9,6
8.5,0.38,0.19,2.8,0.092,17.7,57.9,0.997868,3.33,0.69,9.7,6
10.7,0.31,0.5,2.6,0.083,14.2,33.5,0.998855,3.33,0.81,9.7,6
10.0,0.56,0.38,1.8,0.059,5.0,13.7,0.997674,3.16,0.53,10.2,6
9.4,0.59,0.1,1.8,0.075,8.9,18.6,0.997324,3.27,0.58,9.7,6
7.5,0.57,0.13,1.9,0.079,5.5,20.0,0.996779,3.3,0.7,9.9,6
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.2,6
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,6
7.9,0.46,0.33,2.0,0.191,5.7,16.0,0.997596,3.24,0.6,9.7,6
8.4,0.46,0.38,1.8,0.092,4.5,9.5,0.995174,3.24,0.58,10.6,6
6.6,0.42,0.36,1.9,0.14,18.4,34.4,0.994221,3.38,0.74,11.3,6
8.0,0.76,0.32,2.1,0.079,15.9,74.0,0.996534,3.27,0.5,9.8,6
7.1,0.5,0.15,2.2,0.072,12.0,30.6,0.996938,3.48,0.66,9.8,6
9.2,0.43,0.25,1.7,0.061,5.0,11.4,0.996954,3.19,0.66,10.5,6
9.2,0.41,0.17,2.2,0.074,15.6,32.7,0.99557,3.32,0.65,12.8,6
7.6,0.37,0.3,1.8,0.079,26.2,65.3,0.997048,3.48,0.62,9.8,6
7.2,0.63,0.01,1.9,0.097,14.0,38.0,0.996741,3.37,0.58,9.0,6
6.5,0.46,0.21,5.9,0.081,25.2,45.0,0.996987,3.47,0.66,10.2,6
8.1,0.46,0.18,2.3,0.087,21.0,39.4,0.996873,3.37,0.75,10.5,6
9.0,0.56,0.25,2.0,0.074,17.3,41.4,0.997317,3.26,0.53,9.7,6
7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.995592,3.39,0.84,11.4,6
